hour_instant,dteday,hr,holiday,workingday,weathersit,temp,hum,windspeed,hour_count,instant_y,season,weekday,day_count,is_weekend,hour_to_day_ratio,time_category,temp_category
5260,2011-08-12,1,0,1,1,0.64,0.53,0.1343,23,224,3,5,4905,Weekday,0.004689092762487258,Off-Peak Hours,Medium
5261,2011-08-12,2,0,1,1,0.62,0.57,0.194,15,224,3,5,4905,Weekday,0.0030581039755351682,Off-Peak Hours,Medium
5262,2011-08-12,3,0,1,1,0.62,0.53,0.1642,9,224,3,5,4905,Weekday,0.001834862385321101,Off-Peak Hours,Medium
5263,2011-08-12,4,0,1,1,0.62,0.53,0.1343,5,224,3,5,4905,Weekday,0.0010193679918450561,Off-Peak Hours,Medium
5264,2011-08-12,5,0,1,1,0.6,0.56,0.1343,26,224,3,5,4905,Weekday,0.005300713557594291,Off-Peak Hours,Medium
5265,2011-08-12,6,0,1,1,0.62,0.5,0.1343,76,224,3,5,4905,Weekday,0.015494393476044852,Off-Peak Hours,Medium
5266,2011-08-12,7,0,1,1,0.64,0.44,0.1642,264,224,3,5,4905,Weekday,0.05382262996941896,Peak Hours,Medium
5267,2011-08-12,8,0,1,1,0.68,0.39,0.2239,426,224,3,5,4905,Weekday,0.08685015290519878,Peak Hours,High
5268,2011-08-12,9,0,1,1,0.72,0.34,0.1343,205,224,3,5,4905,Weekday,0.0417940876656473,Peak Hours,High
5269,2011-08-12,10,0,1,1,0.74,0.33,0.1045,130,224,3,5,4905,Weekday,0.026503567787971458,Off-Peak Hours,High
5270,2011-08-12,11,0,1,1,0.76,0.29,0.0,156,224,3,5,4905,Weekday,0.031804281345565746,Off-Peak Hours,High
5271,2011-08-12,12,0,1,1,0.8,0.27,0.0,222,224,3,5,4905,Weekday,0.04525993883792049,Off-Peak Hours,High
5272,2011-08-12,13,0,1,1,0.78,0.29,0.0896,253,224,3,5,4905,Weekday,0.051580020387359836,Off-Peak Hours,High
5273,2011-08-12,14,0,1,1,0.8,0.29,0.194,186,224,3,5,4905,Weekday,0.037920489296636085,Off-Peak Hours,High
5274,2011-08-12,15,0,1,1,0.8,0.29,0.1642,249,224,3,5,4905,Weekday,0.05076452599388379,Off-Peak Hours,High
5275,2011-08-12,16,0,1,1,0.82,0.28,0.0,334,224,3,5,4905,Weekday,0.06809378185524975,Off-Peak Hours,High
5276,2011-08-12,17,0,1,1,0.82,0.26,0.0,516,224,3,5,4905,Weekday,0.10519877675840979,Peak Hours,High
5277,2011-08-12,18,0,1,1,0.76,0.4,0.2985,465,224,3,5,4905,Weekday,0.09480122324159021,Peak Hours,High
5278,2011-08-12,19,0,1,1,0.74,0.42,0.2239,385,224,3,5,4905,Weekday,0.07849133537206932,Peak Hours,High
5279,2011-08-12,20,0,1,1,0.72,0.42,0.2239,287,224,3,5,4905,Weekday,0.05851172273190622,Off-Peak Hours,High
5280,2011-08-12,21,0,1,1,0.7,0.48,0.1343,226,224,3,5,4905,Weekday,0.04607543323139653,Off-Peak Hours,High
5281,2011-08-12,22,0,1,1,0.68,0.51,0.0,231,224,3,5,4905,Weekday,0.04709480122324159,Off-Peak Hours,High
5282,2011-08-12,23,0,1,1,0.68,0.51,0.0,151,224,3,5,4905,Weekday,0.030784913353720692,Off-Peak Hours,High
5283,2011-08-13,0,0,0,1,0.68,0.51,0.1045,84,225,3,6,4150,Weekend,0.020240963855421686,Off-Peak Hours,High
5284,2011-08-13,1,0,0,2,0.68,0.57,0.0896,77,225,3,6,4150,Weekend,0.01855421686746988,Off-Peak Hours,High
5285,2011-08-13,2,0,0,1,0.68,0.57,0.0,74,225,3,6,4150,Weekend,0.01783132530120482,Off-Peak Hours,High
5286,2011-08-13,3,0,0,1,0.66,0.65,0.1343,27,225,3,6,4150,Weekend,0.006506024096385542,Off-Peak Hours,Medium
5287,2011-08-13,4,0,0,2,0.64,0.73,0.1343,10,225,3,6,4150,Weekend,0.0024096385542168677,Off-Peak Hours,Medium
5288,2011-08-13,5,0,0,1,0.64,0.73,0.1045,18,225,3,6,4150,Weekend,0.004337349397590362,Off-Peak Hours,Medium
5289,2011-08-13,6,0,0,1,0.64,0.73,0.0896,22,225,3,6,4150,Weekend,0.005301204819277108,Off-Peak Hours,Medium
5290,2011-08-13,7,0,0,2,0.66,0.74,0.194,44,225,3,6,4150,Weekend,0.010602409638554217,Peak Hours,Medium
5291,2011-08-13,8,0,0,2,0.7,0.65,0.1642,118,225,3,6,4150,Weekend,0.028433734939759037,Peak Hours,High
5292,2011-08-13,9,0,0,2,0.7,0.74,0.1642,208,225,3,6,4150,Weekend,0.05012048192771084,Peak Hours,High
5293,2011-08-13,10,0,0,2,0.72,0.74,0.2239,260,225,3,6,4150,Weekend,0.06265060240963856,Off-Peak Hours,High
5294,2011-08-13,11,0,0,2,0.74,0.7,0.194,314,225,3,6,4150,Weekend,0.07566265060240963,Off-Peak Hours,High
5295,2011-08-13,12,0,0,2,0.66,0.89,0.1642,421,225,3,6,4150,Weekend,0.10144578313253012,Off-Peak Hours,Medium
5296,2011-08-13,13,0,0,2,0.74,0.74,0.3284,153,225,3,6,4150,Weekend,0.03686746987951807,Off-Peak Hours,High
5297,2011-08-13,14,0,0,1,0.74,0.7,0.2537,259,225,3,6,4150,Weekend,0.06240963855421687,Off-Peak Hours,High
5298,2011-08-13,15,0,0,3,0.68,0.79,0.3582,358,225,3,6,4150,Weekend,0.08626506024096385,Off-Peak Hours,High
5299,2011-08-13,16,0,0,2,0.7,0.74,0.2836,281,225,3,6,4150,Weekend,0.06771084337349398,Off-Peak Hours,High
5300,2011-08-13,17,0,0,2,0.72,0.74,0.2537,269,225,3,6,4150,Weekend,0.06481927710843373,Peak Hours,High
5301,2011-08-13,18,0,0,1,0.7,0.74,0.2239,292,225,3,6,4150,Weekend,0.07036144578313253,Peak Hours,High
5302,2011-08-13,19,0,0,2,0.68,0.79,0.2836,237,225,3,6,4150,Weekend,0.05710843373493976,Peak Hours,High
5303,2011-08-13,20,0,0,2,0.68,0.83,0.2239,183,225,3,6,4150,Weekend,0.04409638554216867,Off-Peak Hours,High
5304,2011-08-13,21,0,0,2,0.68,0.83,0.3881,167,225,3,6,4150,Weekend,0.04024096385542169,Off-Peak Hours,High
5305,2011-08-13,22,0,0,2,0.68,0.83,0.3881,154,225,3,6,4150,Weekend,0.03710843373493976,Off-Peak Hours,High
5306,2011-08-13,23,0,0,2,0.66,0.83,0.3284,120,225,3,6,4150,Weekend,0.02891566265060241,Off-Peak Hours,Medium
5307,2011-08-14,0,0,0,3,0.66,0.83,0.2985,90,226,3,0,3820,Weekend,0.02356020942408377,Off-Peak Hours,Medium
5308,2011-08-14,1,0,0,3,0.64,0.89,0.2239,73,226,3,0,3820,Weekend,0.019109947643979056,Off-Peak Hours,Medium
5309,2011-08-14,2,0,0,3,0.64,0.89,0.2239,62,226,3,0,3820,Weekend,0.016230366492146597,Off-Peak Hours,Medium
5310,2011-08-14,3,0,0,2,0.64,0.94,0.2537,27,226,3,0,3820,Weekend,0.007068062827225131,Off-Peak Hours,Medium
5311,2011-08-14,4,0,0,3,0.64,0.94,0.194,3,226,3,0,3820,Weekend,0.0007853403141361257,Off-Peak Hours,Medium
5312,2011-08-14,5,0,0,2,0.64,0.94,0.1642,10,226,3,0,3820,Weekend,0.002617801047120419,Off-Peak Hours,Medium
5313,2011-08-14,6,0,0,2,0.64,0.94,0.1045,6,226,3,0,3820,Weekend,0.0015706806282722514,Off-Peak Hours,Medium
5314,2011-08-14,7,0,0,2,0.66,0.89,0.194,24,226,3,0,3820,Weekend,0.0062827225130890054,Peak Hours,Medium
5315,2011-08-14,8,0,0,2,0.66,0.89,0.2836,41,226,3,0,3820,Weekend,0.010732984293193717,Peak Hours,Medium
5316,2011-08-14,9,0,0,3,0.66,0.89,0.2836,103,226,3,0,3820,Weekend,0.026963350785340314,Peak Hours,Medium
5317,2011-08-14,10,0,0,1,0.7,0.79,0.2239,183,226,3,0,3820,Weekend,0.04790575916230366,Off-Peak Hours,High
5318,2011-08-14,11,0,0,1,0.7,0.79,0.194,198,226,3,0,3820,Weekend,0.051832460732984295,Off-Peak Hours,High
5319,2011-08-14,12,0,0,2,0.7,0.79,0.2239,281,226,3,0,3820,Weekend,0.07356020942408377,Off-Peak Hours,High
5320,2011-08-14,13,0,0,1,0.72,0.74,0.2537,377,226,3,0,3820,Weekend,0.0986910994764398,Off-Peak Hours,High
5321,2011-08-14,14,0,0,1,0.74,0.7,0.194,370,226,3,0,3820,Weekend,0.0968586387434555,Off-Peak Hours,High
5322,2011-08-14,15,0,0,1,0.74,0.66,0.194,331,226,3,0,3820,Weekend,0.08664921465968586,Off-Peak Hours,High
5323,2011-08-14,16,0,0,1,0.74,0.66,0.1642,292,226,3,0,3820,Weekend,0.07643979057591622,Off-Peak Hours,High
5324,2011-08-14,17,0,0,1,0.76,0.62,0.1343,329,226,3,0,3820,Weekend,0.08612565445026178,Peak Hours,High
5325,2011-08-14,18,0,0,1,0.74,0.66,0.1642,347,226,3,0,3820,Weekend,0.09083769633507853,Peak Hours,High
5326,2011-08-14,19,0,0,1,0.72,0.74,0.2239,259,226,3,0,3820,Weekend,0.06780104712041884,Peak Hours,High
5327,2011-08-14,20,0,0,1,0.7,0.84,0.1642,193,226,3,0,3820,Weekend,0.050523560209424084,Off-Peak Hours,High
5328,2011-08-14,21,0,0,3,0.6,0.88,0.4925,155,226,3,0,3820,Weekend,0.04057591623036649,Off-Peak Hours,Medium
5329,2011-08-14,22,0,0,3,0.6,0.88,0.4925,39,226,3,0,3820,Weekend,0.010209424083769634,Off-Peak Hours,Medium
5330,2011-08-14,23,0,0,3,0.6,0.83,0.0,27,226,3,0,3820,Weekend,0.007068062827225131,Off-Peak Hours,Medium
5331,2011-08-15,0,0,1,3,0.6,0.88,0.0896,25,227,3,1,4338,Weekday,0.005763024435223606,Off-Peak Hours,Medium
5332,2011-08-15,1,0,1,2,0.6,0.88,0.1343,10,227,3,1,4338,Weekday,0.002305209774089442,Off-Peak Hours,Medium
5333,2011-08-15,2,0,1,2,0.6,0.83,0.0,3,227,3,1,4338,Weekday,0.0006915629322268327,Off-Peak Hours,Medium
5334,2011-08-15,3,0,1,1,0.6,0.83,0.194,7,227,3,1,4338,Weekday,0.0016136468418626094,Off-Peak Hours,Medium
5335,2011-08-15,4,0,1,1,0.6,0.83,0.1343,5,227,3,1,4338,Weekday,0.001152604887044721,Off-Peak Hours,Medium
5336,2011-08-15,5,0,1,2,0.6,0.88,0.194,17,227,3,1,4338,Weekday,0.003918856615952052,Off-Peak Hours,Medium
5337,2011-08-15,6,0,1,1,0.6,0.88,0.2537,90,227,3,1,4338,Weekday,0.02074688796680498,Off-Peak Hours,Medium
5338,2011-08-15,7,0,1,1,0.6,0.88,0.2537,258,227,3,1,4338,Weekday,0.059474412171507604,Peak Hours,Medium
5339,2011-08-15,8,0,1,1,0.64,0.78,0.3284,355,227,3,1,4338,Weekday,0.0818349469801752,Peak Hours,Medium
5340,2011-08-15,9,0,1,1,0.64,0.78,0.3284,222,227,3,1,4338,Weekday,0.051175656984785614,Peak Hours,Medium
5341,2011-08-15,10,0,1,1,0.68,0.69,0.2836,141,227,3,1,4338,Weekday,0.03250345781466114,Off-Peak Hours,High
5342,2011-08-15,11,0,1,2,0.72,0.62,0.2537,153,227,3,1,4338,Weekday,0.035269709543568464,Off-Peak Hours,High
5343,2011-08-15,12,0,1,1,0.74,0.58,0.2836,178,227,3,1,4338,Weekday,0.04103273397879207,Off-Peak Hours,High
5344,2011-08-15,13,0,1,1,0.78,0.52,0.2836,193,227,3,1,4338,Weekday,0.044490548639926235,Off-Peak Hours,High
5345,2011-08-15,14,0,1,1,0.74,0.55,0.0896,151,227,3,1,4338,Weekday,0.03480866758875058,Off-Peak Hours,High
5346,2011-08-15,15,0,1,3,0.74,0.55,0.2985,182,227,3,1,4338,Weekday,0.041954817888427844,Off-Peak Hours,High
5347,2011-08-15,16,0,1,1,0.74,0.55,0.3284,283,227,3,1,4338,Weekday,0.06523743660673122,Off-Peak Hours,High
5348,2011-08-15,17,0,1,1,0.74,0.51,0.2836,530,227,3,1,4338,Weekday,0.12217611802674043,Peak Hours,High
5349,2011-08-15,18,0,1,1,0.7,0.65,0.194,483,227,3,1,4338,Weekday,0.11134163208852006,Peak Hours,High
5350,2011-08-15,19,0,1,1,0.7,0.65,0.0,397,227,3,1,4338,Weekday,0.09151682803135085,Peak Hours,High
5351,2011-08-15,20,0,1,1,0.66,0.74,0.1343,285,227,3,1,4338,Weekday,0.0656984785615491,Off-Peak Hours,Medium
5352,2011-08-15,21,0,1,1,0.66,0.65,0.194,184,227,3,1,4338,Weekday,0.04241585984324574,Off-Peak Hours,Medium
5353,2011-08-15,22,0,1,1,0.66,0.69,0.2537,98,227,3,1,4338,Weekday,0.022591055786076533,Off-Peak Hours,Medium
5354,2011-08-15,23,0,1,1,0.64,0.69,0.2239,88,227,3,1,4338,Weekday,0.02028584601198709,Off-Peak Hours,Medium
5355,2011-08-16,0,0,1,1,0.64,0.69,0.1045,31,228,3,2,4725,Weekday,0.0065608465608465606,Off-Peak Hours,Medium
5356,2011-08-16,1,0,1,1,0.64,0.69,0.1642,16,228,3,2,4725,Weekday,0.0033862433862433864,Off-Peak Hours,Medium
5357,2011-08-16,2,0,1,1,0.62,0.73,0.2239,4,228,3,2,4725,Weekday,0.0008465608465608466,Off-Peak Hours,Medium
5358,2011-08-16,3,0,1,1,0.62,0.73,0.2239,6,228,3,2,4725,Weekday,0.0012698412698412698,Off-Peak Hours,Medium
5359,2011-08-16,4,0,1,1,0.64,0.69,0.2985,5,228,3,2,4725,Weekday,0.0010582010582010583,Off-Peak Hours,Medium
5360,2011-08-16,5,0,1,1,0.62,0.73,0.2836,30,228,3,2,4725,Weekday,0.006349206349206349,Off-Peak Hours,Medium
5361,2011-08-16,6,0,1,1,0.62,0.73,0.3284,119,228,3,2,4725,Weekday,0.025185185185185185,Off-Peak Hours,Medium
5362,2011-08-16,7,0,1,1,0.64,0.69,0.2537,346,228,3,2,4725,Weekday,0.07322751322751322,Peak Hours,Medium
5363,2011-08-16,8,0,1,1,0.7,0.58,0.4478,441,228,3,2,4725,Weekday,0.09333333333333334,Peak Hours,High
5364,2011-08-16,9,0,1,1,0.68,0.61,0.2836,198,228,3,2,4725,Weekday,0.0419047619047619,Peak Hours,High
5365,2011-08-16,10,0,1,1,0.7,0.58,0.3881,111,228,3,2,4725,Weekday,0.02349206349206349,Off-Peak Hours,High
5366,2011-08-16,11,0,1,1,0.74,0.51,0.2239,150,228,3,2,4725,Weekday,0.031746031746031744,Off-Peak Hours,High
5367,2011-08-16,12,0,1,1,0.76,0.48,0.3284,162,228,3,2,4725,Weekday,0.03428571428571429,Off-Peak Hours,High
5368,2011-08-16,13,0,1,1,0.76,0.48,0.2985,192,228,3,2,4725,Weekday,0.040634920634920635,Off-Peak Hours,High
5369,2011-08-16,14,0,1,1,0.76,0.45,0.4179,182,228,3,2,4725,Weekday,0.03851851851851852,Off-Peak Hours,High
5370,2011-08-16,15,0,1,1,0.8,0.41,0.2985,159,228,3,2,4725,Weekday,0.03365079365079365,Off-Peak Hours,High
5371,2011-08-16,16,0,1,1,0.8,0.41,0.2239,303,228,3,2,4725,Weekday,0.06412698412698413,Off-Peak Hours,High
5372,2011-08-16,17,0,1,1,0.76,0.45,0.3284,600,228,3,2,4725,Weekday,0.12698412698412698,Peak Hours,High
5373,2011-08-16,18,0,1,1,0.76,0.45,0.2239,570,228,3,2,4725,Weekday,0.12063492063492064,Peak Hours,High
5374,2011-08-16,19,0,1,1,0.74,0.48,0.194,376,228,3,2,4725,Weekday,0.07957671957671958,Peak Hours,High
5375,2011-08-16,20,0,1,1,0.74,0.51,0.0,280,228,3,2,4725,Weekday,0.05925925925925926,Off-Peak Hours,High
5376,2011-08-16,21,0,1,1,0.72,0.54,0.0,215,228,3,2,4725,Weekday,0.0455026455026455,Off-Peak Hours,High
5377,2011-08-16,22,0,1,1,0.7,0.61,0.0,152,228,3,2,4725,Weekday,0.03216931216931217,Off-Peak Hours,High
5378,2011-08-16,23,0,1,1,0.66,0.65,0.1343,77,228,3,2,4725,Weekday,0.016296296296296295,Off-Peak Hours,Medium
5379,2011-08-17,0,0,1,1,0.66,0.69,0.0896,24,229,3,3,4694,Weekday,0.0051129100979974435,Off-Peak Hours,Medium
5380,2011-08-17,1,0,1,1,0.64,0.73,0.1642,14,229,3,3,4694,Weekday,0.002982530890498509,Off-Peak Hours,Medium
5381,2011-08-17,2,0,1,1,0.66,0.69,0.0,6,229,3,3,4694,Weekday,0.0012782275244993609,Off-Peak Hours,Medium
5382,2011-08-17,3,0,1,1,0.64,0.78,0.0,5,229,3,3,4694,Weekday,0.0010651896037494673,Off-Peak Hours,Medium
5383,2011-08-17,4,0,1,1,0.64,0.73,0.0,5,229,3,3,4694,Weekday,0.0010651896037494673,Off-Peak Hours,Medium
5384,2011-08-17,5,0,1,1,0.64,0.73,0.0,28,229,3,3,4694,Weekday,0.005965061780997018,Off-Peak Hours,Medium
5385,2011-08-17,6,0,1,1,0.62,0.78,0.0,105,229,3,3,4694,Weekday,0.022368981678738815,Off-Peak Hours,Medium
5386,2011-08-17,7,0,1,1,0.66,0.65,0.0896,308,229,3,3,4694,Weekday,0.06561567959096719,Peak Hours,Medium
5387,2011-08-17,8,0,1,1,0.7,0.54,0.1642,487,229,3,3,4694,Weekday,0.10374946740519812,Peak Hours,High
5388,2011-08-17,9,0,1,1,0.74,0.48,0.0896,209,229,3,3,4694,Weekday,0.04452492543672774,Peak Hours,High
5389,2011-08-17,10,0,1,1,0.76,0.43,0.0896,118,229,3,3,4694,Weekday,0.02513847464848743,Off-Peak Hours,High
5390,2011-08-17,11,0,1,1,0.78,0.43,0.1045,128,229,3,3,4694,Weekday,0.027268853855986364,Off-Peak Hours,High
5391,2011-08-17,12,0,1,1,0.8,0.43,0.2836,189,229,3,3,4694,Weekday,0.040264167021729864,Off-Peak Hours,High
5392,2011-08-17,13,0,1,1,0.8,0.41,0.194,176,229,3,3,4694,Weekday,0.03749467405198125,Off-Peak Hours,High
5393,2011-08-17,14,0,1,1,0.82,0.36,0.1642,192,229,3,3,4694,Weekday,0.04090328078397955,Off-Peak Hours,High
5394,2011-08-17,15,0,1,1,0.8,0.43,0.1343,159,229,3,3,4694,Weekday,0.03387302939923306,Off-Peak Hours,High
5395,2011-08-17,16,0,1,1,0.82,0.43,0.2239,300,229,3,3,4694,Weekday,0.06391137622496805,Off-Peak Hours,High
5396,2011-08-17,17,0,1,1,0.8,0.49,0.2239,552,229,3,3,4694,Weekday,0.1175969322539412,Peak Hours,High
5397,2011-08-17,18,0,1,1,0.76,0.55,0.2537,556,229,3,3,4694,Weekday,0.11844908393694077,Peak Hours,High
5398,2011-08-17,19,0,1,1,0.76,0.55,0.2239,347,229,3,3,4694,Weekday,0.07392415850021304,Peak Hours,High
5399,2011-08-17,20,0,1,1,0.74,0.58,0.2537,280,229,3,3,4694,Weekday,0.05965061780997018,Off-Peak Hours,High
5400,2011-08-17,21,0,1,1,0.72,0.62,0.2239,230,229,3,3,4694,Weekday,0.0489987217724755,Off-Peak Hours,High
5401,2011-08-17,22,0,1,1,0.7,0.65,0.194,171,229,3,3,4694,Weekday,0.03642948444823178,Off-Peak Hours,High
5402,2011-08-17,23,0,1,1,0.7,0.65,0.2836,105,229,3,3,4694,Weekday,0.022368981678738815,Off-Peak Hours,High
5403,2011-08-18,0,0,1,1,0.68,0.65,0.1343,56,230,3,4,3805,Weekday,0.014717477003942181,Off-Peak Hours,High
5404,2011-08-18,1,0,1,2,0.66,0.65,0.1642,24,230,3,4,3805,Weekday,0.006307490144546649,Off-Peak Hours,Medium
5405,2011-08-18,2,0,1,1,0.66,0.65,0.2239,6,230,3,4,3805,Weekday,0.0015768725361366622,Off-Peak Hours,Medium
5406,2011-08-18,3,0,1,1,0.66,0.69,0.2836,6,230,3,4,3805,Weekday,0.0015768725361366622,Off-Peak Hours,Medium
5407,2011-08-18,4,0,1,1,0.64,0.73,0.2239,9,230,3,4,3805,Weekday,0.0023653088042049934,Off-Peak Hours,Medium
5408,2011-08-18,5,0,1,1,0.64,0.78,0.2836,27,230,3,4,3805,Weekday,0.00709592641261498,Off-Peak Hours,Medium
5409,2011-08-18,6,0,1,2,0.64,0.78,0.2537,103,230,3,4,3805,Weekday,0.02706964520367937,Off-Peak Hours,Medium
5410,2011-08-18,7,0,1,1,0.64,0.78,0.2985,308,230,3,4,3805,Weekday,0.080946123521682,Peak Hours,Medium
5411,2011-08-18,8,0,1,1,0.66,0.74,0.2836,420,230,3,4,3805,Weekday,0.11038107752956636,Peak Hours,Medium
5412,2011-08-18,9,0,1,1,0.72,0.66,0.2537,228,230,3,4,3805,Weekday,0.05992115637319317,Peak Hours,High
5413,2011-08-18,10,0,1,1,0.74,0.66,0.2537,129,230,3,4,3805,Weekday,0.03390275952693824,Off-Peak Hours,High
5414,2011-08-18,11,0,1,1,0.76,0.58,0.2537,141,230,3,4,3805,Weekday,0.037056504599211566,Off-Peak Hours,High
5415,2011-08-18,12,0,1,1,0.8,0.52,0.2836,173,230,3,4,3805,Weekday,0.045466491458607095,Off-Peak Hours,High
5416,2011-08-18,13,0,1,1,0.8,0.52,0.3582,187,230,3,4,3805,Weekday,0.04914586070959264,Off-Peak Hours,High
5417,2011-08-18,14,0,1,1,0.82,0.46,0.3284,182,230,3,4,3805,Weekday,0.04783180026281209,Off-Peak Hours,High
5418,2011-08-18,15,0,1,1,0.8,0.46,0.3582,174,230,3,4,3805,Weekday,0.04572930354796321,Off-Peak Hours,High
5419,2011-08-18,16,0,1,1,0.8,0.46,0.3582,245,230,3,4,3805,Weekday,0.06438896189224705,Off-Peak Hours,High
5420,2011-08-18,17,0,1,3,0.8,0.46,0.2985,409,230,3,4,3805,Weekday,0.10749014454664915,Peak Hours,High
5421,2011-08-18,18,0,1,3,0.76,0.55,0.2537,274,230,3,4,3805,Weekday,0.07201051248357425,Peak Hours,High
5422,2011-08-18,19,0,1,1,0.66,0.83,0.1045,141,230,3,4,3805,Weekday,0.037056504599211566,Peak Hours,Medium
5423,2011-08-18,20,0,1,1,0.66,0.83,0.1045,165,230,3,4,3805,Weekday,0.04336399474375821,Off-Peak Hours,Medium
5424,2011-08-18,21,0,1,2,0.68,0.79,0.0,149,230,3,4,3805,Weekday,0.03915900131406045,Off-Peak Hours,High
5425,2011-08-18,22,0,1,2,0.7,0.74,0.1045,135,230,3,4,3805,Weekday,0.035479632063074903,Off-Peak Hours,High
5426,2011-08-18,23,0,1,2,0.7,0.74,0.1343,114,230,3,4,3805,Weekday,0.029960578186596584,Off-Peak Hours,High
5427,2011-08-19,0,0,1,3,0.68,0.69,0.194,62,231,3,5,4153,Weekday,0.0149289670117987,Off-Peak Hours,High
5428,2011-08-19,1,0,1,3,0.64,0.89,0.0,20,231,3,5,4153,Weekday,0.004815795810257645,Off-Peak Hours,Medium
5429,2011-08-19,2,0,1,3,0.64,0.83,0.0,8,231,3,5,4153,Weekday,0.001926318324103058,Off-Peak Hours,Medium
5430,2011-08-19,3,0,1,1,0.64,0.78,0.0,3,231,3,5,4153,Weekday,0.0007223693715386468,Off-Peak Hours,Medium
5431,2011-08-19,4,0,1,1,0.64,0.83,0.0,8,231,3,5,4153,Weekday,0.001926318324103058,Off-Peak Hours,Medium
5432,2011-08-19,5,0,1,1,0.64,0.83,0.0,17,231,3,5,4153,Weekday,0.0040934264387189985,Off-Peak Hours,Medium
5433,2011-08-19,6,0,1,1,0.64,0.83,0.0,93,231,3,5,4153,Weekday,0.02239345051769805,Off-Peak Hours,Medium
5434,2011-08-19,7,0,1,2,0.66,0.83,0.0896,263,231,3,5,4153,Weekday,0.06332771490488803,Peak Hours,Medium
5435,2011-08-19,8,0,1,2,0.66,0.83,0.0,398,231,3,5,4153,Weekday,0.09583433662412713,Peak Hours,Medium
5436,2011-08-19,9,0,1,1,0.7,0.65,0.1343,218,231,3,5,4153,Weekday,0.05249217433180833,Peak Hours,High
5437,2011-08-19,10,0,1,1,0.72,0.62,0.0896,165,231,3,5,4153,Weekday,0.039730315434625574,Off-Peak Hours,High
5438,2011-08-19,11,0,1,2,0.72,0.66,0.0896,165,231,3,5,4153,Weekday,0.039730315434625574,Off-Peak Hours,High
5439,2011-08-19,12,0,1,2,0.74,0.62,0.0896,222,231,3,5,4153,Weekday,0.05345533349385986,Off-Peak Hours,High
5440,2011-08-19,13,0,1,2,0.76,0.62,0.194,232,231,3,5,4153,Weekday,0.05586323139898868,Off-Peak Hours,High
5441,2011-08-19,14,0,1,1,0.78,0.55,0.194,220,231,3,5,4153,Weekday,0.0529737539128341,Off-Peak Hours,High
5442,2011-08-19,15,0,1,1,0.8,0.49,0.1045,222,231,3,5,4153,Weekday,0.05345533349385986,Off-Peak Hours,High
5443,2011-08-19,16,0,1,1,0.8,0.49,0.0,327,231,3,5,4153,Weekday,0.0787382614977125,Off-Peak Hours,High
5444,2011-08-19,17,0,1,1,0.76,0.58,0.5224,527,231,3,5,4153,Weekday,0.12689621960028893,Peak Hours,High
5445,2011-08-19,18,0,1,1,0.76,0.58,0.5224,425,231,3,5,4153,Weekday,0.10233566096797496,Peak Hours,High
5446,2011-08-19,19,0,1,3,0.62,0.73,0.4627,165,231,3,5,4153,Weekday,0.039730315434625574,Peak Hours,Medium
5447,2011-08-19,20,0,1,3,0.62,0.83,0.2985,58,231,3,5,4153,Weekday,0.01396580784974717,Off-Peak Hours,Medium
5448,2011-08-19,21,0,1,1,0.62,0.83,0.1343,107,231,3,5,4153,Weekday,0.0257645075848784,Off-Peak Hours,Medium
5449,2011-08-19,22,0,1,1,0.6,0.88,0.1343,122,231,3,5,4153,Weekday,0.029376354442571636,Off-Peak Hours,Medium
5450,2011-08-19,23,0,1,2,0.6,0.88,0.0896,106,231,3,5,4153,Weekday,0.02552371779436552,Off-Peak Hours,Medium
5451,2011-08-20,0,0,0,1,0.6,0.88,0.0,128,232,3,6,5191,Weekend,0.024658062030437296,Off-Peak Hours,Medium
5452,2011-08-20,1,0,0,1,0.62,0.83,0.0,47,232,3,6,5191,Weekend,0.009054132151801194,Off-Peak Hours,Medium
5453,2011-08-20,2,0,0,1,0.62,0.78,0.0,69,232,3,6,5191,Weekend,0.013292236563282605,Off-Peak Hours,Medium
5454,2011-08-20,3,0,0,1,0.62,0.78,0.0,51,232,3,6,5191,Weekend,0.00982469659025236,Off-Peak Hours,Medium
5455,2011-08-20,4,0,0,2,0.6,0.88,0.0,7,232,3,6,5191,Weekend,0.0013484877672895396,Off-Peak Hours,Medium
5456,2011-08-20,5,0,0,1,0.6,0.83,0.0,8,232,3,6,5191,Weekend,0.001541128876902331,Off-Peak Hours,Medium
5457,2011-08-20,6,0,0,2,0.6,0.83,0.1343,24,232,3,6,5191,Weekend,0.004623386630706993,Off-Peak Hours,Medium
5458,2011-08-20,7,0,0,1,0.62,0.83,0.0,44,232,3,6,5191,Weekend,0.00847620882296282,Peak Hours,Medium
5459,2011-08-20,8,0,0,1,0.66,0.69,0.0,133,232,3,6,5191,Weekend,0.025621267578501253,Peak Hours,Medium
5460,2011-08-20,9,0,0,1,0.7,0.65,0.0,190,232,3,6,5191,Weekend,0.03660181082643036,Peak Hours,High
5461,2011-08-20,10,0,0,1,0.72,0.62,0.1045,306,232,3,6,5191,Weekend,0.058948179541514156,Off-Peak Hours,High
5462,2011-08-20,11,0,0,1,0.72,0.58,0.0,338,232,3,6,5191,Weekend,0.06511269504912348,Off-Peak Hours,High
5463,2011-08-20,12,0,0,1,0.74,0.58,0.1343,409,232,3,6,5191,Weekend,0.07879021383163166,Off-Peak Hours,High
